Review Date,Airline,Verified,Type of Traveller,Month Flown,Route,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended,Cleaned_Reviews
08-11-2022,Singapore Airlines,True,Family Leisure,Aug-22,Sydney to London via Singapore,Economy Class,4,3,3,4,1,1,no,flew sq 322 flight singapore london heathrow tuesday 2nd august 2022 arriving london heathrow 6am got flight seat part daughter seat missing seated 54k next window somebody came replaced could sit fell asleep immediately almost 1am morning sydney time half way flight daughter realised sock wet look realised stank vomit checked toy bag floor damp stank vomit thing shoe sock bottom trouser absolutely stank vomit ground soaking wet believe terrible pandemic daughter allowed sit area someone obviously recently vomiting mention disgusting travelling hotel car bag covered sick smelling absolutely terrible complained air steward asked make note disgusting way sit long haul flight short uk holiday absolutely ruined able see terminally ill father 8 day fear passing immune system could handled seeing due pandemic 3 year understand flew economy least expected seat clean sanitary emailed airline husband official singapore airline account heard nothing emailed several time nothing got response airline involved third party resolver government site help consumer told nothing reported airline staff deny even happened least logging recording changing seat must safety issue find hard believe air steward doesnt remember covering vomit floor blanket spraying air freshener u also asked log said would airline said attendant interviewed deny even happened much happened absolute denial even took place
05-11-2022,Singapore Airlines,False,Couple Leisure,Nov-22,Bali to Singaporw,Economy Class,4,2,5,5,2,2,no,boarding power problem plane light startup power aircon delayed already excuse safety demo captain still problem sitting already one hour aircon wait fixed serving warm water aircon still waiting leave 2200 hour last time sa u
02-11-2022,Singapore Airlines,True,Couple Leisure,Oct-22,Johannesburg to Singapore,Business Class,5,5,3,5,4,9,yes,check quick efficient expected singapore airline lounge access virgin atlantic clubhouse time day seemed devoted sq passenger lounge service excellent good selection food drink boarding time efficient personalised welcome board settling easy much storage available seat pre take drink offered fruit juice water champagne amenity kit offered except request food drink order taken immediately take serve sosatie appetiser meal served long varied choice main book cook available ex johannesburg also whilst possible preview menu possible order problem u near front decent wine offer although somewhat limited choice food good service seat comfortable notably wider flor sleeping necessary fold backrest create bed easily done although attendant quick help drawback bed small cubbyhole foot offset bed although use particular problem wwe slept flight breakfast offered people woke arrival singapore time usual immigration breeze downside found entertainment system difficult probably age thing overall good flight
31-10-2022,Singapore Airlines,True,Couple Leisure,Oct-22,Cape Town to Manila via Singapore,Economy Class,2,1,1,5,2,3,no,pillow economy cabin 13hr flight offered extra blanket use makeshift pillow hardly comfortable meal portion small salad small starter offered towelette dont provide salt pepper sachet meal wifi erratic terminal 2 non event due renovation highly unsatisfactory experience think twice flying singapore airline
26-10-2022,Singapore Airlines,True,Solo Leisure,Oct-22,London to Brisbane via Singapore,Economy Class,2,2,5,5,5,7,yes,staff transfer desk issue boarding pas told proceed boarding gate service one hour waiting queue several people including finally get pass lining many traveller probably first business class cut queue insist going aircraft first feel need bigger crew service a380 staff avoided eye contact speed service food ready first meal wait half hour main meal finishing everything else offered drink asked signalled wait waited another half hour without drink crew yet guy two row front asked refill offered immediately second meal total disaster took hour cabin served point many people already served expected tray cleared nothing happened many people took matter hand bringing tray cabin crew drink offered served minimally confidently say second flight later a350 joy everything ran time polite civilized boarding late service still feel drop service compared prepandemic time
25-10-2022,Singapore Airlines,True,Family Leisure,Aug-22,London to Singapore,Economy Class,5,5,2,2,1,1,no,ruined trip lifetime wife family cancelling paid seat booked early separated flight baggage left behind absolutely nightmare trying sort staff plane airport interested give feeling want
20-10-2022,Singapore Airlines,True,Couple Leisure,Sep-22,Sydney to Amsterdam via Singapore,Business Class,5,5,1,4,4,10,yes,sydney amsterdam frankfurt singapore stopover sydney flight old sia standard service checkins transfer easy lounge clean wellstocked meal ordered online tasty well presented plentiful beer wine spirit offered flight possible little enthusiastically cabin crew friendly efficient made flight pleasant indeed need ask amenity kit slipper want absence offer hot towel initially disappointing plentiful supply discovered wash room selfserve lieflat bed made crew showed hesitation figuring worked comfortable became used idea sleeping bed lower half offset upper half cabin wifi worked ok ife seemed reasonable selection although eating sleeping preferred option overnight flight sia seems back reputation intact
12-10-2022,Singapore Airlines,True,Couple Leisure,Sep-22,Istanbul to Melbourne via Singapore,Economy Class,1,4,1,3,4,10,yes,still favorite airline best economy class spacious seat nice legroom pleasing color fabric seat cover seat pillow blanket ask offer amenity kit sock eye cover toothbrush paste pity inflight magazine due covid excuse save money weight lot airline using excuse flight perfect a350 time takeoff started first service tasty selection wine beer drink food desert icecream flight crew passing bottle water passenger galley sandwich drink wc toothbrush cologne cream one hour landing second meal served good plentiful first ife great good selection movie easy use great airline keep good work
05-10-2022,Singapore Airlines,False,Couple Leisure,Sep-22,Amsterdam to Brisbane via Singapore,Economy Class,2,4,5,5,1,3,no,amsterdam brisbane via singapore food terrible fresh fruit salad item tried change return flight due family circumstance told 10000 way advertised price return ticket seat felt cramped uncomfortable
26-09-2022,Singapore Airlines,True,Solo Leisure,Sep-22,London to Singapore,Economy Class,5,1,5,4,1,1,no,flew singapore airline london 1130am local time arriving singapore 730am local time next day unknown reason airline serf breakfast 145am singapore time passenger woken could breakfast breakfast finished still 5 hour flying time stupid dreading flight home travelled airline past par low cost airline disappointed
25-09-2022,Singapore Airlines,True,Solo Leisure,Sep-22,New York JFK to Frankfurt,Business Class,3,5,1,4,5,10,yes,checkin process jfk t4 seamless got access wingtips lounge fine nothing excited boarding orderly despite fact many passenger a380 flight night almost full board seat look nice comfortable though one window blocked seat design staff nice attentive something would expect sq anyway food excellent booked main course bookthecook menu flight arrived frankfurt bit late problem overall good flight
19-09-2022,Singapore Airlines,True,Solo Leisure,Sep-22,New York to Frankfurt,Economy Class,1,4,5,5,4,4,yes,new york jfk check disaster control 2 agent open extremely protracted amount time stood line finally got checked station manager mustered everyone evening brief pausing check boarding commenced 15 minute late boarding row mass exodus upon boarding cabin attendant door sole person welcome onboard ife finally got upgraded a380s fixed shellback seat extremely comfortable upon taking dozed waken cabin crew close window shade initial drink offered requested chicken dinner gentleman said come back 15 minute later hit call button young lady arrived explained receive dinner finally gentleman returned apologized ensured dinner would shortly followed second round drink woke refreshment extremely small sandwich sort quick round drink arrived fra connection hour flight year flying singapore airline try brush hope repeat experience happen
11-09-2022,Singapore Airlines,True,Solo Leisure,Sep-22,Singapore to Sydney,Premium Economy,1,4,4,5,2,4,no,singapore sydney decline service product continues singapore airline premium economy includes plastic glass two wine choice red white one glass offered per passenger food offering economy standard neither consistent airline ’ advertised offer maskssocks offered a380 premium economy seat much poorer design compared a350 seat classairline hard vinyl covered seat impossible get comfortable booked window seat impossible lean window seat 200mm window unless book 1015 economy ’ bother entertainment good range system unstable wifi ’ connect
10-09-2022,Singapore Airlines,False,Solo Leisure,Aug-22,Auckland to London via Singapore,Economy Class,4,1,3,1,2,6,no,flew singapore airline last year one thing say friendliness crew outstanding however seat space felt slightly cramped seat ’ comfy feel like lower back support ’ good make sit position uncomfortable say a350 a380 comparing last journey singapore older 777300er opinion feel spacious seat feel lot less cramped also lower back support better meal okay mean compare emirate qatar basic sense get main dish bread cracker cheese small desert kind nothing shout considering top airline crew outstanding flight ive friendly take water bottle keep filling want drink point go ask transit probably one easiest airport transit pleasant experience excess 4 hour occupy plenty overall think fly singapore airline might try different airline next journey uk
08-09-2022,Singapore Airlines,True,Family Leisure,Sep-22,Sydney to to Singapore,Business Class,3,1,4,3,5,10,yes,staff helpful delightful especially joanne lilin thiagesan edward ’ say enough warm hospitality friendly capable job
08-09-2022,Singapore Airlines,False,Couple Leisure,Jul-22,Rome to Melbourne,Economy Class,4,1,5,4,1,2,no,cancelled return flight first leg said could reschedule 8 week later going work life return home hassled day eventually put u first leg day leave accommodation rome early pay accommodation munich taxi airport suggested could get compensation since applying heard nothing stressful end trip disappointing experience
06-09-2022,Singapore Airlines,True,Couple Leisure,Sep-22,Los Angeles to Singapore,Economy Class,1,5,5,4,1,2,no,short answer extremely dated old aircraft unpleasant ambiance cramped seat broken seat closed toilet subpar food good attitude flight attendant long answer last time flew sq back 2006 remember pleasant flight since mostly flying qatar emirate turkish many euamerican airline first impression ambiance aircraft unpleasant comparing emirate qatar ife small screen limited choice amenity kit sort zero blanket pillow though one toilet la singapore closed order note basically keep waiting turn food quality really terrible compared emiratesqatar salad fruit flight water service used sitting 15 hour dubai flight never get pain time singapore basically budget airline 5 star price tag even business class seat look tired dated wont recommend unless choice
05-09-2022,Singapore Airlines,True,Family Leisure,Aug-22,Brisbane to Cape Town via Singapore,Premium Economy,3,5,4,2,1,1,no,recently flew singapore airline brisbane cape town lose luggage despite contacting cape town brisbane singapore office contact anyone apart generic email dated 6 day ago saying attempting locate luggage happy experience completely ruined losing luggage gift bought family ’ seen four year
05-09-2022,Singapore Airlines,True,Couple Leisure,Sep-22,Adelaide to Singapore,Economy Class,1,1,4,1,5,10,yes,great flying singapore airline pre covid wife always flown singapore airline interested see whether high standard care used still existed post covid world answer yes food great delivery well timed entertainment option excellent menu meet wide variety taste seated rear compartment able see staff work staff saw c alvin lss mei l aslam fss chia fss ng fss foo fss chee stop working whole flight yet always caring courteous going every length meet passenger ’ need great ambassador company wherever possible would always choose fly singapore
04-09-2022,Singapore Airlines,True,Couple Leisure,Sep-22,San Francisco to Singapore,Premium Economy,5,5,1,5,2,5,no,sq033 san francisco singapore sold premium economy apart slightly larger seat nothing distinguish regular economy cramped 242 seating champagne takeoff 15hour journey amenity even hand cream bathroom addition entertainment system bizarre — ’ fan tom cruise superheroes luck seriously nothing watch could comment dinner chose eat airport breakfast okay economy class meal coffee good paid substantial premium impressed
04-09-2022,Singapore Airlines,True,Business,Sep-22,Sydney to Singapore,Business Class,5,5,3,5,2,2,no,queued business class check 2 server entertainment limited game need device meal poor seat staff ok photo 5pm refreshment
27-08-2022,Singapore Airlines,True,Family Leisure,Aug-22,Singapore to Melbourne,Economy Class,4,5,3,4,1,1,no,first flight delayed one hour lost connecting flight new booking provided horrible travelling fouryearold new seat provided far away separated family member separated whole journey miscommunication crew member made u walk terminal 2 time didnt get help crew even though requested provide seat together
25-08-2022,Singapore Airlines,True,Couple Leisure,Aug-22,Denpasar to Singapore,Economy Class,5,1,1,4,1,1,no,order special meal apps flight served chosen special meal asked flight attendant check said special meal handed write email via help section double confirm whats reason behind told via email special meal able catered said flight due insufficient preparation time truly disappointed behavior inflight entertainment 25 hour flight standard inflight meal small portion
24-08-2022,Singapore Airlines,False,Solo Leisure,Aug-22,Sydney to Munich via Singapore,Economy Class,5,5,1,5,1,1,no,booked flight singapore airline website flight edinburgh germany lh965 lufthansa booked singapore air delayed meant missed next 2 connecting flight frankfurt singapore sq2151 singapore sydney sq325 understand thing like happen hope put next available flight tried let bother arrived airport one singapore air help spoke lufthansa put hotel night nice ’ aircon 40 degreases heat told singapore air would contact night customer service team opened put next flight night anxiously waiting message next flight case missed online chat someone said “ help ” would end chat decided head airport around 9 contact anyone wedding make friday 5th arrived airport one cared ’ even want give time day singapore air said lufthansa ’ fault lufthansa said singapore air ’ fault walk time desk around 1520 min back forth everyone sending random desk 3 hour told flight 34 day nothing responsibility pay time ’ need spend germany ’ solo female aged 25 even refused receive case clothes wear checked skyscanner flight leaving day point enough went business class desk demanded put next flight repeatedly lied spacei finally helped someone easily put flight obviously extra leg room seat taken understandable need receive refund
21-08-2022,Singapore Airlines,True,Family Leisure,Aug-22,Singapore to Amsterdam,Business Class,5,5,4,4,5,10,yes,great flight arrived yesterday morning amsterdam almost 13 hour trip singapore wife small son flying business class singapore airline amazing experience seat convenient night crew prepares bed fine ordered flight lobster absolutely delicious service flight great crew nice son u breakfast also ok one best flight experience ever amazing flight service
19-08-2022,Singapore Airlines,True,Solo Leisure,Aug-22,Bangkok to Singapore,Economy Class,4,4,4,3,5,10,yes,checkedin online flight premium economy seat selected even bought economy class ticket selected able seat extra charge pleased ground handling service quality food laksa delicious flight ontime inflight entertainment topnotch one thing working wifi able use minute definitely fly singapore airline
14-08-2022,Singapore Airlines,True,Couple Leisure,Jul-22,London Heahrow to Singapore,Economy Class,5,2,1,1,1,3,no,recent flight london singapore disappointing granted departure arrival time good seat comfortable gone warms towel prior meal menu card water run flight lunch service bread roll like brick asking flight attendant could another one replied like entree dessert meal tray breakfast served 5 hour prior landing meal poor quantity quality
10-08-2022,Singapore Airlines,True,Business,Apr-22,Kolkata to Singapore,Economy Class,5,4,1,1,5,10,yes,smooth checkin outstanding service airport redeye flight delayed 15 hour gate sq organised buffet one could get hot meal able choose vegetarian chicken nice touch really impressed especially comparing dont get airline similar circumstance boarding welcoming crew still hungry normal meal service round drink
10-08-2022,Singapore Airlines,True,Business,Mar-22,Jakarta to Kolkata via Singapore,Economy Class,3,4,3,3,5,9,yes,nice flight first leg got premium economy seat still normal ecoservice sq gold nice hot meal per new concept short flight sq long layover sin could visit new silverkris lounge onwards sqs new 737max comfortable plane nice interacting crew lovely dinner served watching good movie flight entertainment
10-08-2022,Singapore Airlines,True,Solo Leisure,Jan-22,Frankfurt to Jakarta via Singapore,Economy Class,4,1,4,2,4,8,yes,sq one favorite airline unfortunately incabin experience less still great inflight entertainment among best industry food service downgraded round drink dinnerlunch longer flight appetizer tray hot towel upon boarding gone course nothing really serious pay extra fly sq issue checkin process fra efficient always sq transit sin little tedious germany origin journey covidlisted therefore permitted walk freely around airport january 2022 wait connection reserved quarantine area shorter flight jkt get box hot food downgrade compared got still quite ok flight crew friendly interactive
06-08-2022,Singapore Airlines,True,Solo Leisure,Aug-22,Istanbul to Bangkok via Singapore,Business Class,3,3,4,2,2,4,no,checkin istanbul fast efficient turkish airline lounge amazing something sq could learn looking „ upgraded “ new krisflyer lounge terminal 3 singapore boarding istanbul well organized seat spacious comfortable food decent unfortunately book cook service ex istanbul big negative point flight service painfully slow still hectic robotic lunch service took almost 3 hour took hour satay serving till appetizer served dining demand like carrier 105h flight almost half time spent meal happened previously famous singapore girl sq service perfection qatar efficiency lh krisflyer lounge singapore crowded left shorter flight singapore bkk uneventful faster service still robotic impersonal service
04-08-2022,Singapore Airlines,True,Solo Leisure,Jul-22,Bangkok to Singapore,Business Class,4,5,2,3,5,9,yes,aircraft used short 2 hour flight regional business class configuration 121 layout solo traveller window seat best option arranged alternating manner seat next window next aisle respectively problem seat next window winglet seat partially obscures window lean forward look window morning flight ordered nasi lemak breakfast delicious cabin crew attentive even short flight leading stewardess addressed name overall pleasant flight even though 20 minute lie flat preparation landing singapore
04-08-2022,Singapore Airlines,True,Solo Leisure,Jul-22,Singapore to Phuket,Business Class,5,5,2,1,5,10,yes,flew new business class product sq narrow body b737800 max phuket last month new product featured fully flat reclining seat 121 configuration 90 minute flight dinner beef steak booked book cook service expected steak airline menu steak bit well done taste short flight time descend dinner service ’ get try full recline seat comfortable generous pitch lounge mode would definitely recommend b737800 max business class product regional route sq especially longer regional flight 45 hour get short nap full bed mode
29-07-2022,Singapore Airlines,True,Solo Leisure,Jul-22,Brisbane to Singapore,Economy Class,1,3,4,3,4,5,no,flew singapore airline brisbane greece recently lost luggage suitcase returned end holiday 3 week later caused change holiday plan lot frustration trying reach someone form company incurred unexpected expense landed personal belonging ive sent two separate feedback form reply managed finally reach someone call centre service know help put hold half hour ridiculous customer service company supposed among best world
27-07-2022,Singapore Airlines,True,Family Leisure,Jul-22,Singapore to Ho Chi Minh City,Economy Class,3,3,5,3,1,4,no,family flew singapore airline since long time experienced wonderful service especially kid disappointed travelling time july 2022 paris vietnam via singapore fare high food poor gift kid menu kid snack long flight understand pandemic may caused difficulty airline singapore airline cut expense
26-07-2022,Singapore Airlines,False,Solo Leisure,Apr-22,Istanbul to Auckland via Singapore,Economy Class,3,3,1,3,4,8,yes,full flight yet great service cheerful engaged crew plane spotless comfortable ife selection excellent lot new release well plenty art house movie sadly premeal drink run anymore though food whilst good quality seemed rather small wasnt much tray also wished singaporean option available delicious toilet kept clean throughout flight good flight consistently good airline
23-07-2022,Singapore Airlines,True,Solo Leisure,May-22,London to Bali via Singapore,Business Class,5,5,1,4,4,8,yes,london bali via singapore travelled overseas sometime due pandemic eventually got back flying aprilmay 2022 nice normally taken flight average 20 time year prior pandemic check quick polite checking pcr result entry bali security quick singapore airline lounge heathrow okay boarding less time seat normal sq comfortable 12 hour flight crew pretty nice although sensed perhaps normal expected sq food service okay good enough really sq standard said flight fine arrival singapore time headed lounge wait connecting flight packed little seating although managed shower sindps newer 78710 really enjoyed nice crew food okay returned dpssin economy class 78710 impressed great aircraft nice crew economy food box fine 2 hour flight obviously like sq continue use hopefully service improve thing return normal
23-07-2022,Singapore Airlines,True,Solo Leisure,Jul-22,Melbourne to Singapore,Economy Class,1,5,3,5,1,1,no,singapore airline longer food tray near empty chicken noodle thats bread food better melbourne singapore rice chicken packed rice 4 pc chicken bread used fruit cake called sandwich soggy curry puff serf right landing melbourne singapore many masked air stewardess talked unmasked passenger throughout flight passenger mask
18-07-2022,Singapore Airlines,True,Solo Leisure,Jul-22,Sydney to Singapore,Economy Class,2,3,5,3,1,4,no,boarding takeoff delayed food board beef stew piece cake cold rigid bread difficult see middle row written place see aisle go toilet light find seat served drink twice 8hour flight know ask time
18-07-2022,Singapore Airlines,True,Couple Leisure,Jul-22,San Francisco to Phnom Penh via Singapore,Economy Class,3,1,1,3,5,6,yes,airline good inflight service however went check agent san francisco asked vaccine certificate required destination cambodia nothing except rapid test arrival explained check agent supervisor took checked requirement personal computer problem old requirement never updated
13-07-2022,Singapore Airlines,True,Business,Jul-22,Singapore to Melbourne,Business Class,5,5,1,5,4,9,yes,surprised read comment review travelled last week singapore melbourne a350900 business class one better flight year seat product 75 hour flight comfortable good privacy 61 tall food beverage served good standard service usual impeccable sia standard ife choice excellent accept everyones perception different maybe sometimes issue play review written
13-07-2022,Singapore Airlines,True,Business,Jul-22,Singapore to Melbourne,Business Class,4,5,1,3,1,1,no,boarding smooth welcomedrinks offered request got one narrow businessclass seat felt squeezed huge console left high use armrest divider right reading light sleeping impossible seatbed narrow exception slipper amenity offered reassured amenitykits available request caesar ’ salad came without dressing crouton missing salad green saladleaf one 2 part cut cherrytomato two tiny bit thinnest parmesan cheese 2 choice white wine disappointing australian wine 1 chardonnay 1 riesling main course pan seared salmon dry overcooked vanilla icecream nice though cheese platter least choice 3 served grape praline offered second meal tom yum vermicelli prawn dish small could get vanillachocolate cake inflight program functioning little choice since printed reading material available wanted download business magazine laptop informed download possible smartphones tablet
13-07-2022,Singapore Airlines,True,Business,Jul-22,Munich to Singapore,Business Class,2,5,1,5,1,1,no,airport early checkin supposed open 3 hour departure opened 15 minute late long queue economy businessclass already warm welcome back leading stewardess welcomedrinks hottowel exception slipper amenity takeoff drink opted hot sake together satays canapés got tiny 4cl glass sake full 180ml bottle one different guest however enjoyed whole bottle – another example solitaireppsmembership pay anymore ordered gintonic instead delivered lemon brought lufthansalounge also brought lufthansarefreshingtowels crew chilled brought meal sleeping starter beef pastrami tiny tasty chicken roulade pretzel stuffing pretzel roulade lot pretzel outside tiny piece chicken inside dry almost tasteless choice wine australian shiraz disappointing ironically sia reintroduced printed menu even featuring ‘ wine connoisseur ’ – actual winelist missing could verify exact origin wine cheeseplate disappointing consisting 2 small tiny bit min 3 choice freshly cut grape least pumpkin seed parfait nice lucky get chocolate cake request praline choice digestive aberfeldy 16 year ’ single malt catered japanese whiskey offered instead single malt menu sia ’ hand amenity businessclass passenger brought slipper amenitykit flight austrian earlier next disappointment economyclassstyle breakfast scrambled egg eggnoodles 2 different style though yoghurt muesli difference economyclass breakfast dish served one size tiny lucky still seafood noodle soup lunch left decided freshly squeezed orangejuice thank sia good flightexperience covid service amenitycuts ’ time say goodbye
10-07-2022,Singapore Airlines,True,Solo Leisure,Apr-22,singapore to sydney,Economy Class,2,1,5,5,1,2,no,initial flight booked singapore darwin april 2022 cancelled flight darwin operational reason rebooked three day reach australia earlier rebooked date called customer line explained charged rebook flight sydney option available fly darwin give ticket sydney darwin lost lot money incompetent customer service staff sqs attitude cancellation pathetic flight comfort okay big decline overall customer care
07-07-2022,Singapore Airlines,True,Solo Leisure,Jun-22,Hong Kong to Singapore,Business Class,5,5,3,4,4,10,yes,2 year fly finally made luckily chosen upgrade pe j attractive price last minute money really well spent wonderful step premium cabin experienced excellent seat many modern feature cabin crew still amongst best airline industry greeted warmly excellent service start end learnt go singapore visit family celebrate birthday surprised cake inflight goody truly made day personally route see decline quality meal service except maybe lack welcome drink hot towel excusable covid reason meal still served separate course wine constantly refilled j class passenger even upgraded one like get 100 mb free wifi generous handy
