Review Date,Airline,Verified,Type of Traveller,Month Flown,Route,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended,Cleaned_Reviews
16-02-2024,Singapore Airlines,True,Family Leisure,Feb-24,Singapore to Phnom Penh,Economy Class,5,5,5,5,4,10,yes,first time flying regional singapore airline flight narrowbodied aircraft since old subsidiary silk air absorbed parent carrier impressed everything went well flight boarding exemplary behaviour courtesy shown cabin crew food boarding process changi airport inflight entertainment provided full product used long haul flight — amazing
16-02-2024,Singapore Airlines,True,Solo Leisure,Feb-24,London Heathrow to Singapore,Economy Class,4,5,5,5,5,10,yes,superb service even economy class nothing much trouble cabin crew good food plentiful ample choice entertainment flight departed late still arrived little early boarding heathrow little chaotic however
16-02-2024,Singapore Airlines,True,Solo Leisure,Jan-24,Singapore to Tokyo Haneda,Business Class,5,1,5,5,3,2,yes,one last business class passenger board went seat offer pre departure drink hot towel japanese fa came confirmed meal order informed lunch service would start around 1130am took 0830am takeoff light dimmed nothing offered time aircraft took start lunch service around 11am see crew cabin nothing offered 2 12 hour lunch started drink order orange juice came syrupy kind orange drink like cordial meal service fine set crew sq standard regional seat really uncomfortable cramped like prefer older long haul seat
09-02-2024,Singapore Airlines,False,Family Leisure,Feb-24,Singapore to Hong Kong,Business Class,1,5,4,5,5,10,yes,flight smooth sailing problem whatsoever cabin crew friendly helpful great hospitality pre booked meal delicious well cooked ’ asked better airline sia seat comfortable relaxing even better ’ converted bed plenty space privacy better comfort hope one day fly amazing
01-02-2024,Singapore Airlines,True,Solo Leisure,Jan-24,Perth to Hong Kong via Singapore,Business Class,5,4,5,4,4,8,yes,flew perth hong kong via singapore sq226896 business class 1718 january first sector faultless crew attentive rush meal service crew member always wandering around business cabin checking passenger topping drink etc magnificent next sector started well friendly attentive crew however meal service entire crew serving business disappeared seen bell rung shame seems norm rush meal dim light hide
29-01-2024,Singapore Airlines,True,Solo Leisure,Dec-23,Sydney to Istanbul via Singapore,Business Class,4,5,4,5,3,2,no,final trip booked july 2024 singapore cancelled return flight istanbul sydney travel agent trying get touch via phone sm online form responding travel agent longer want know month half trying sent email try direct singapore speak despite telling agent wiped hand today found get full refund cancel agent took travel insurance behalf without advising always travel insurance would need another
25-01-2024,Singapore Airlines,True,Solo Leisure,Jan-24,Milan to Bangkok via Singapore,Economy Class,4,5,5,5,5,10,yes,booked wheelchair service milan bangkok apart slight mishap singapore one best flight ever quality service outstanding crew worked throughout unlike many european airline great attentiveness know never sleep quality food superb experience singapore airline thai best training come across good entertainment system many choice yearly flyer nothing better long flight everything work smoothly people care say thank appreciate hard work flying later year
19-01-2024,Singapore Airlines,True,Solo Leisure,Nov-23,London to Manila via Singapore,Economy Class,5,1,5,5,5,10,yes,initially booked two separate flight airline november first lhrsinlhr flight another sinmnlsin flight cut story short requested rebook lhrsin flight two week ahead scheduled flight due family bereavement needed philippine despite personal situation received amazing support customer service team happily reorganised flight connected 2 flight booking get manila time without rebooking fee london airport sentoff warmly ground staff empathised checkin ensure boarded comfortably plane gesture goodwill support made grateful singapore airline even though longer based singapore always find way fly thank word never enough outstanding grateful sincere help provided
18-01-2024,Singapore Airlines,True,Couple Leisure,Jan-24,Singapore to Melbourne,Economy Class,1,1,1,1,1,2,no,flew sq217 singapore melbourne 4th january flight terrible begin seat broken ’ moved entertainment device broken well flight nearly 8 hour spent looking blankly space seated position severe back pain upon arrival result next couple day informed crew first steward said compensated voucher asked choose like duty free catalog choose product would useful told air hostess voucher 75 singapore dollar rest paid informed ’ need 75 voucher make formal complaint plane ’ defect return make complaint got back saying another travel voucher au200 issued used next flight singapore airline worst part lied said offered another seat declined saying wanted seated next husband outrageous lie point offer another seat concerning would urge everyone flying sq next time either video exchange crew situation like get writing discussing husband informed would flying near future give cash voucher replied saying give voucher used future booking singapore airline refused accept fly future even budget airline would comfortable flight greatest worry dishonesty
16-01-2024,Singapore Airlines,True,Family Leisure,Jan-24,Singapore to Adelaide,Economy Class,1,5,2,3,1,1,no,barely room move woke getting knee crushed passenger front reclining seat back told ’ within right would recommend flying economy 6ft taller
12-01-2024,Singapore Airlines,True,Solo Leisure,Jan-24,Singapore to Manchester,Business Class,3,5,5,4,5,9,yes,flew a52 singapore manchester 10 january cabin crew flight excellent providing outstanding service food drink plentiful high quality issue seating found uncomfortable flight superb highly recommended
08-01-2024,Singapore Airlines,True,Couple Leisure,Jan-24,Singapore to Sydney,Business Class,5,5,5,5,5,10,yes,checkin immigration entry changi airport breeze completed straight business lounge within 510 minute lovely comfortable lounge t3 vast array food beverage flight left slightly late due operational issue pre flight champagne served way elected meal upon departure 1am flight elect served 2 hour prior arrival served tasty steak vegetable lovely french red wine staff prepared lie bed sleep bliss long day staff courteous professional always reasonwhy continue use sq travel given brilliant experience great airline everytime
07-01-2024,Singapore Airlines,False,Solo Leisure,Jan-24,Bangkok to Auckland via Singapore,Business Class,4,4,5,4,4,8,yes,there reason singapore keep winning award akl bkk return bkk akl via sin pretty much faultless service one doorstep great aircraft crew service food facility lounge time sad say fault lay auckland airport baggage handler etc well done singapore airline ive flown bc long haul qatar airway malaysia airline year well sia best alongside qatar airway
31-12-2023,Singapore Airlines,True,Family Leisure,Dec-23,Singapore to Perth,Economy Class,3,4,3,3,1,1,no,booked ticket well advance return trip india ccu perth via singapore day sia changed flight timing later originally scheduled 740am 720am boarded flight ccu flight landed 1 minute time upon landing received notification flight rescheduled depart 930am mentioned booked well advance paid extra money forward seat however utter surprise noticed allocated u three different seat rear aircraft contacting transfer desk customer service lady told u possible provide u seat three u seat together rude suitable kind job krisflyer gold member disappointing expected sia
27-12-2023,Singapore Airlines,False,Business,Dec-23,Phuket to Singapore,Business Class,4,4,4,4,2,2,no,made phuketsingapore round trip exemplary punctuality welcome including food drink offered business class hand wishing make new reservation impossible pay online done previously despite around ten call directly singapore visibly diverted call center employee nothing follow protocol 6 hour attempt still havent able pay ticket deficient reservation system friendly employee limited knowledge reservation system impossible reach manager promise solution 72 hour real shame expensive company claim among best world nous avon fait un allerretour phuketsingapore qui était exemplaire de la ponctualité à laccueil en passant par le mets et boissons offerts classe affaire par contre souhaitant effectuer une nouvelle réservation impossible de payer en ligne comme je lavais fait précédemment et malgré une dizaine dappels directement à singapour mais visiblement déviés sur dautres centrales dappel le employés ny sont pour rien il suivent un protocole mais après 6 heures de tentatives je nai toujours pa mon pu payer mon billet système de réservation déficient employés sympathique mais très limités dans leurs connaissance de leur système de réservation impossible datteindre un responsable et promesse dune solution dans 72 heures une véritable honte pour une compagnie chère qui se prétend parmi le meilleures du monde
22-12-2023,Singapore Airlines,True,Family Leisure,Dec-23,Kuala Lumpur to Hong Kong via Singapore,Economy Class,3,5,1,1,1,1,no,book early coming 2024 ticket suppose sq101 launching jun ’ 24 received email say sq101 operating due operational reason suggest swapping itinerary one day earlier sq127 result long layover time sin aircraft change boeing 7378 boeing 737800ng real exmi aircraft
18-12-2023,Singapore Airlines,False,Family Leisure,Dec-23,Penang to Singapore,Economy Class,5,5,3,4,1,2,no,flight delayed almost 4 hour flight supposed 605pm departed 950pm informed u checked completed immigration custom check wait many hour restricted area booked airline instead budget airline thought flight known punctual wrong moreover meal provided slice pizza exactly meal provided took flight singapore penang expecting least change meal really disappointing arrangement coming world class top airline also instruction flight email instruct get wifi service also inflight entertainment system even earpiece audio music
17-12-2023,Singapore Airlines,True,Solo Leisure,Nov-23,Frankfurt to Jakarta via Singapore,Premium Economy,3,4,1,3,3,7,yes,book cook worked well seatmate got economy food bottle water every seat good wifi connectivity wine offered frankfurt singapore moved seat bulkhead 25 hour flying somehow mess book cook eco food apologetic received voucher redeem slept better economy didnt swollen leg used try score business class seat flight 10 hour due leg tends swell price horrendously expensive singapore airline premium economy already good enough leg
17-12-2023,Singapore Airlines,True,Business,Dec-23,Brisbane to Frankfurt via Singapore,Economy Class,4,5,4,4,1,1,no,customer service nightmare spent day phone since booked flight 2 month ago booked flex fare able reschedule flight homepage working staff phone tell different story reschedule every time never
11-12-2023,Singapore Airlines,False,Solo Leisure,Dec-23,Singapore to Penang,Economy Class,4,3,5,3,1,1,no,inflight entertainment yes talking singapore airline please send staff rate flight singapore penang flight penang singapore entire aircraft super hot wondering sq providing free sauna passenger seating flight take provide air conditioning dont rate long distance flight please go ahead try short distance wifi unusable
09-12-2023,Singapore Airlines,True,Family Leisure,Sep-23,Melbourne to Zagreb via Singapore / Frankfurt,Premium Economy,3,1,3,4,3,8,yes,experience good outbound inbound flight travelled premium economy received priority boarding good especially travelling 80 year old dad premium economy good especially leg room main reason wanted double economy fare satisfied need extra recline also made difference bearable even person front reclining premium economy cabin 4 row 242 separated main economy cabin made feel spacious chose back row nobody behind u made feel little private big gap u exit room economy next cabin flight smooth comfortable staff great helpful accommodating needed food good although option book cook prior flight know airline starting increase leg room 40 inch sin 38 would great consider extra money paid return croatia frankfurt flight delay meant would miss connection sin mel lufthansa singapore airline made much less stressful experience fact great little adventure fra received meal voucher updated regularly helpful staff arrived sin everything organised soon got plane meal voucher hotel voucher taxi hotel back assistance getting entry visa arrival choose good airline combo lufthansa especially flying major leg singapore airline made easy comfortable experience would highly recommend
28-11-2023,Singapore Airlines,False,Couple Leisure,Nov-23,Singapore to Auckland,Business Class,1,3,3,2,5,10,yes,flew sq285 221123 great flight service pilot hostess terminal blessed assistance punitha maniam checking u spotted issue one nz visa punitha took trouble reapply express approval application behalf including follow phone call ensure approval punitha thank much helping u sure would customer beyond way describe
24-11-2023,Singapore Airlines,True,Couple Leisure,Sep-23,London to Singapore,Economy Class,3,5,1,4,2,1,no,appears singapore airline slogan placing heart everything applies actually travelling customer service extend dealing complaint delay quickly efficiently delayed 24 hour september 2023 still waiting airline comply uk civil aviation authority compensation rule
21-11-2023,Singapore Airlines,False,Solo Leisure,Nov-23,"Siam Reap, Cambodia to Bali via Singapore",Economy Class,1,4,4,4,1,1,no,flight delayed singapore luggage ’ make flight said would delivered next day ’ completely canceling plan tomorrow go 3 hr round trip get luggage fly back state next day called best airline world experienced irresponsible service said would one thing followed
20-11-2023,Singapore Airlines,True,Solo Leisure,Oct-23,London Heathrow to Denpasar via Singapore,Premium Economy,4,5,4,2,3,6,yes,used singapore airline 10 flight september october uk different asian destination used singapore many time maintaining kris flyer gold status year recent flight used economy premium economy business class flight okay nothing spectacular probably biggest take away poor service every flight apart 1 ranging missed food dreadful food singapore airline know used sq consistency service covid know many airline suffered experience leaving work place singapore crew service consistency trade mark travel south east asia lot europe south africa singapore figured travel plan lot probably use future meantime gone alternative next round flight would recommend singapore route simply competition poor
18-11-2023,Singapore Airlines,True,Family Leisure,Nov-23,New York to Frankfurt,Economy Class,4,4,3,3,1,1,no,horrific checkin experience singapore airline nov 7th flight sq 25 jfk frankfurt checkin area barely traveler arrived greeted agent immediately horror began ticket oneway ticket since going split croatia final destination longer time period u especially toddler boy 29 month old traveling wife course enjoy time family friend therefore purchased airline ticket u chose singapore airline wellrespected travel provider u 2 checkin luggage one carryon one backpack car seat son leaving extended period time toddler requires carrying lot luggage carefully packed measured tried pay extra weight online flying option taking care son wife checking u counter first class counter right next business class counter row 8 noticed became visibly distressed agent phone holding checkin procedure asked everything ok responded checkin agent letting u check supervisor phone seemed business class agent right next u said equal absolute harassment complete overstepping boundary proceeded tell u needed purchase separate return ticket ’ let stay croatia unheard absolutely wrong untrue situation created agent supervisor ’ exist croatian american citizen wife son american citizen enter croatia american passport wish agent still phone next counter supervisor asked wife least 8000 taking croatian passport said would fine wife never changed name asked produce proof marriage thankfully carry marriage certificate case country travel u “ interrogation “ happened atmosphere hostility agent supervisor point laughing chat one colleague behaved utmost disrespect towards u theiryour clientcustomer zero courteous smile zero understanding zero sort empathy toddler u knew would pay extra weight one piece luggage 9 kg option ’ online proceeded make u check two carryons barely 7kg never happened wife 25 year global flying cost 700 crew flight great food horrible seat comfy also customer service almost ignorant complaint defended agent action without understanding never singapore airline
18-11-2023,Singapore Airlines,True,Couple Leisure,Nov-23,Singapore to Bangkok,Business Class,4,1,3,5,4,9,yes,short 2 hour flight food excellent preorder butter chicken staff efficient comfy seat time relax back enjoy issue would fly
18-11-2023,Singapore Airlines,True,Couple Leisure,Nov-23,Auckland to Singapore,Business Class,1,5,5,4,4,9,yes,excellent experience food simply terrific pan seared salmon plenty drink offer service friendly efficient got good 7 hour sleep laid flat also used complimentary wifi without issue
17-11-2023,Singapore Airlines,True,Couple Leisure,Oct-23,Johannesburg to Singapore,Business Class,5,3,1,3,2,4,no,booked business johannesburg singapore october asked provide credit card used purchase ticket husband ’ ticket 11 month ago apparently flagged sq system checkin need provide said credit card checkin staff scan sq system order allow u get boarding pas otherwise need sign indemnity form risk denied boarding fortunately credit card used 11 month ago booked flight u would end johannesburg stranded reason offered 1 fraud detection system picked based determined parameter challenged 11 month sq would paid full erp system information 2 next explanation within 12 hour period charged many transaction card provided data showed never charged anything within 12 hour either 3 system algorithm correct picking “ fraud ” good customer empty assurance prevention sq provided explanation event picked still waiting someone senior pick up… interested ensure happen passenger booked ticket least 3 month advance travel date let alone one year ago
15-11-2023,Singapore Airlines,False,Business,Nov-23,Sydney to Singapore,Business Class,4,3,3,5,3,4,no,poor service told take cabin luggage onto business class bag plane including economy bigger cabin crew brought wrong dinner basically told eat replaced seat able got flat poor seating configuration someone 6 ’
06-11-2023,Singapore Airlines,True,Solo Leisure,Oct-23,Manila to Singapore,Economy Class,2,1,4,5,5,10,yes,best airline ive flown window shade automatic dark automatic color aircraft big many lavatory wifi working krisflyer member free ife also working great choice movie tv show usb port provided breakfast also great
04-11-2023,Singapore Airlines,True,Family Leisure,Oct-23,Mumbai to Melbourne via Singapore,Economy Class,1,3,5,5,4,1,no,booked seat number 62j 62k family four time meal requested chicken meal offered option fish vegetarian chicken available kid given fish meal could eat refused meal unable get chicken meal given understand head stewardess enough meal flight baffle earlier economy seat plain get want family latter half even given one chicken meal checkin given option choose meal even head stewardess opinion issue allocation meal
03-11-2023,Singapore Airlines,True,Solo Leisure,Nov-23,Athens to Penang via Rome,Economy Class,3,5,5,1,1,1,no,never placed 2 bag flight rome singapore onto penang airtags app show exactly singapore airline refuse use information continues tell find luggage stranded penang clothes back completely destroyed travel experience attach pic bag currently rome airport
01-11-2023,Singapore Airlines,True,Couple Leisure,May-23,Singapore to Penang,Economy Class,2,5,1,4,1,1,no,seat paid confirmed much earlier unfairly reassigned later another person preferred customer without first obtaining consent approval sia customer service initially informed u seat reassigned due flight schedule change turned false realized wrong subsequently changed position cancellation rebooking flight customer service agent cancel flight error committed customer agent customer service agent rebooked flight ensured u original seat selection would periodically checked customer service agent ensure original seat selection intact confirmed reconfirmed original paid seat unchanged also went online booking website confirm original seat selection remained intact checking 2 day flight discovered one paid seat reassigned another customer without prior knowledge approval discovered seat reassigned standard seat back plane immediately called customer service agent immediately phone reinstate paid seat back refused customer service agent phone converse well english gave u wrong information seat change extremely difficult get phone wait long time could speak someone duty manager airport informed u paid seat changed last minute due preferred customer kicked u due importance unprofessional unethical fight argue fervently way encounter even gate fight argue get seat back seeking approval preferred customer escalated complaint senior management ceo several time even respond complaint actual cost incurred resolve airline mistake amounted sgd42965 agreed issue voucher sgd75 inadequate compensate actual cost incurred moreover include additional inherent cost lost vacation time stressfrustrations deal mistake created u unnecessarily customer service investigation focused mainly outcome provide fair customer resolution mistake committed last response received customer service agent happy investigation communication action would taken ie refused address mistake committed refused compensate cost incurred
27-10-2023,Singapore Airlines,True,Family Leisure,Aug-23,Guangzhou to Los Angeles via Singapore,Economy Class,5,5,4,5,1,1,no,submitting review terrible experience singapore airline wherein family subject 5hour delay caused miss connecting flight extend delay 30 hour delay according singapore airline caused traffic control guangzhou singapore plane diverted kuala lumpur refuel 2 hour tarmac missed connecting flight sq38 august 9th lax result placed hotel sq adjacent airport sudden 24hour plus layover near midnight food coupon fight starving due long delay food service plane arriving hotel found food voucher even valid according hotel capri fraser food service available capri frasers duty manager singapore apparently said dont take food coupon singapore airline emergency layover guest miscommunication sq near midnight nearly restaurant closed capri far city center expected get meal misled singapore airline staff airport availability food miscommunication first time guest singapore knowledge local language able navigate situation complete failure management perspective logically delayed passenger miss connecting flight certain time least informed properly put hotel 24 room servicedining option nearby given courtesy worry starving top rearranging travel plan etc airline world class reputation one pay premium service acceptable submitted complaint singapore airline complains team threw response back “ much acknowledge inconvenience went result delay industry practice line condition contract carriage would like share airline generally compensate consequential loss inconvenience arising flight delay ” however know international passenger right stemming article 19 montreal convention brought sq customer service supervisor spending hour call trying reach someone could speak shocked concerned find even supervisor level rep knew one important international passenger right convention sq repeatedly mislead misrepresent intl passenger right trying brush currently ceased responding email appears think ignoring issue fix dont know point hope review serve shed light hole sqs 5 star service world best airline reputation hope one experience experienced disastrous layover singapore
26-10-2023,Singapore Airlines,True,Family Leisure,Oct-23,Kochi to Sydney via Singapore,Business Class,5,5,5,5,4,7,yes,good flight would given full 10 10 review seat aint satisfied business class seat comfortable travelling long haul flight
24-10-2023,Singapore Airlines,True,Solo Leisure,Sep-23,Dubai to Jakarta via Singapore,Economy Class,1,5,5,4,5,10,yes,flown middle east carrier throughout route definitely putting high expectation sq flight got best price compare another middle eastern carrier extra 300 aed extra 5kgs checked luggage check process smooth lucky enough get upgraded premium eco seat sin cgk dxb sin flight really bumpy crew really courteous helpful throughout flight food definitely better middle eastern carrier also free wifi nice touch comparing airline service feel special sin cgk sector though short flight definitely choose price right compare middle eastern carrier good job sq
24-10-2023,Singapore Airlines,True,Solo Leisure,Aug-23,Frankfurt to New York JFK,Business Class,2,5,2,3,5,9,yes,nothing special frankfurt airport predeparture good got onboard seat sq 777300er similar a350900ulr meaning spacious comfortable catering frankfurt excellent liked dish served especially satay heard satay brought singapore sure cabin crew nice helpful expected sq
22-10-2023,Singapore Airlines,True,Solo Leisure,Oct-23,Singapore to Phnom Penh,Economy Class,4,5,2,5,1,1,no,airline checkin staff charged extra 200 10kg backpack slightly 7kg carryon limit experience incredibly frustrating inflexible
19-10-2023,Singapore Airlines,True,Business,Oct-23,Singapore to Sydney,Business Class,4,5,5,4,3,3,no,although aircraft good flat bed crew good onboard selection entertainment compare airline meal low quality business class also find seat comfortable others
08-10-2023,Singapore Airlines,True,Business,Aug-23,San Francisco to Singapore,Business Class,5,2,3,5,1,1,no,never come across company would ask customer pay penalty fee switching cheaper expensive service bought one way economy class ticket u singapore first planning take another airline leg trip loyal customer singapore airline decided generous pay lot buy 2way business class trip place original oneway economy class ticket cancelled oneway economy class ticket buying 2way business class ticket found singapore airline charged cancellation fee us200 called singapore airline wrote ask us200 cancellation fee waived refunded experience nightmare response shocking long time customer took long time get hotline request refund rejected good reason provided
30-09-2023,Singapore Airlines,True,Solo Leisure,Sep-23,Singapore to Auckland,Economy Class,4,3,4,5,4,9,yes,singapore auckland cabin crew amazing attentive friendly professional special thanks captain head crew recommend airline passenger visit nz
28-09-2023,Singapore Airlines,True,Couple Leisure,Sep-23,Adelaide to Singapore,Business Class,1,5,5,2,5,10,yes,wife travelling poland via singapore frankfurt one oversize package namely painting rolled contained tube sure light meter long staff adelaide airport done utmost help u contacted baggage people took tube dispatched u amazing board welcomed u long lost friend hat crew flight sq 278 19 sep
28-09-2023,Singapore Airlines,True,Couple Leisure,Sep-23,Mumbai to Singapore,Economy Class,5,2,5,5,5,10,yes,flight pleasant staff exemplary kind courteous helpful service excellent staff catered every need definitely fly singapore airline flight 12th september 2023 slight number sq 421 huge thank chief air hostess crew
23-09-2023,Singapore Airlines,True,Couple Leisure,Sep-23,Bangkok to Auckland via Singapore,Premium Economy,3,5,5,5,2,5,no,given flight scoot bangkok singapore singapore auckland flight scoot perfectly acceptable decided must collect boarding pas singapore might ok never told u collect spent age trying find location made gate time previous leg milan hanoi involved scoot flight received pass milan flight meal served crew appeared seat tray whilst dozing expected u put table ordered book cook main meal service took finished meal drink offered premium economy food better economy fare considering cost flight little thought could gone meal
19-09-2023,Singapore Airlines,False,Couple Leisure,Aug-23,Melbourne to Dubai  via Singapore,Economy Class,5,5,5,1,1,1,no,flew itinerary melbourne dubai return via singapore august 2023 joined krisflyer membership done opted auto check flight singapore airline automatically check email printable boarding pass 24 hour flight departure check online flight seating melsingapore singaporedubai dubaisingapore auto checked printed boarding pass hotel time staying singapore 2 day prior flight 24 hour sinmel flight kept checking email auto check 1pm 12 hour midnight sq237 flight received auto check knew something wrong called singapore call centre quoted sq re number said received boarding pass reason hung redialed number another operator thing hung third attempt first thing said operator hang gave ref booking number preallocated seat 41d 41e operator said find ref number patiently said go sq237 seat 41d41e see name seat nothing started get distressed kept cool said go airport sort flight said told u rebook flight next day pay extra rebooking fee 430 moment thought get flight book work problem later looked seating ipad rebooking requested vacant seat 70b70c told available put u three row 46def went hotel lobby booked extra night at353 got airport 9 hour flight 3pm showed paper itinerary check said receive auto check email boarding pass 70b70c fact available yes check online process filing complaint claim singapore airline
18-09-2023,Singapore Airlines,False,Couple Leisure,Sep-23,Cape Town to Phuket via Singapore,Economy Class,4,5,1,5,5,10,yes,kudos staff singapore airline good job managing customer friendly service highly professional eager assistance helpful polite well presented wonderful experience pleasant flight food delicious thank contributing amazing holiday experience
18-09-2023,Singapore Airlines,False,Solo Leisure,Sep-23,London to Bangkok via Singapore,Economy Class,4,5,5,4,3,6,yes,use singapore airline lot obviously like airline gold frequent filer status help flying economy fast track check lounge access make thing bit smoother fly economy singapore airline first time economy sq long haul flight 6 year boarding fine quickly seat 45a departed little late air around 1 hour service started crew okay food served quickly nothing special okay flight lasting 12 hour passed fairly quick found seat bit uncomfortable 4 5 hour crew around little bit 2nd meal served 3 hour prior arrival okay connecting bangkok pretty easy 2 hour uneventful flight new 787 pretty nice returning check bangkok quick security immigration done quickly used krisflier lounge pretty nice flight sin seated seat 42a food drink offered crew requesting choice forgot deliver food drink bit odd crew flight actually bit rude anyway connection sin good flight back london premium economy chance compare yes course paying space food crew economy premium economy wise think sq okay continue use normally consistent better much cheaper premium economy option around
17-09-2023,Singapore Airlines,True,Family Leisure,Sep-23,New York to Frankfurt,Business Class,5,5,5,3,5,10,yes,wife booked trip europe unfortunately cancel day scheduled leave due death family trip insurance obtained ticket mile mile refundable called singapore providing medical documentation generously credited mile back rebook trip later date sign first class organization right refund mile flown singapore year even take second flight arrive destination continue use singapore every chance get give 5 star compassion consideration rapid response thank
17-09-2023,Singapore Airlines,True,Couple Leisure,Sep-23,Penang to Melbourne via Singapore,Business Class,5,3,1,5,5,8,yes,checkin boarding penang smooth lounge penang quite ordinary completely adequate board window seat comfortable though storage limited preordered vegetarian meal hadnt loaded given bready pizza economy class changi singapore business lounge terminal 3 vastly superior airline even crowded process boarding a380 smooth seat comfortable converted good bed little tight around foot vegetarian meal delicious number toilet business section limited economytype queue morning luggage available quickly overall good experience
17-09-2023,Singapore Airlines,True,Couple Leisure,Jun-23,Melbourne to Fukuoka via Singapore,Business Class,1,5,5,4,5,8,yes,melbourne airport checkin quick friendly lounge pleasant good selection food drink onboard cabin crew welcoming seat b777 comfortable adequate storage though diagonal arrangement lying flat awkward amenity kit provided quality vegetarian meal way airline flight arrived singapore little early transfer nearby gate second leg japan leaving 70 minute easy boarding process efficient crew b787 also welcoming seat comfortable diagonal sleeping though storage space limited flight arrived time luggage available quickly pleasant journey
